"school_id"|"detailtype"|"detail"|"case"|"lastupdate"|"staffid"
558|"SCHOOL"|"* 1880
* 5mins walk from the city centre
*  the highest mark in the country in geology
* The sciences and maths are particularly strong and many go on to be medics, dentists, engineers and, perhaps not surprisingly given the location, geologists
* extra support given individually or in small groups (no extra cost). 
* Most lower sixth pupils do a 16-week peer counselling programme led by the chaplain
* Good support for new pupils – sixth form prefects look after younger pupils and maps doled out to help them navigate their way round the site
* Sixth formers wear business dress 
* Around 40% boarders from overseas, The boarders include weekly boarders who live in the Scilly Isles, children of expats and a small number of international students from countries like Germany, Spain, Italy, Hong Kong, China, Nigeria, Georgia and Ukraine (around 40 with EAL requirements). 
* three Oxbridge in 2014. Maths, sciences and geology are the most popular subjects and Cardiff, Exeter and Bristol the most popular destinations over the last five years. The school offers a specialised careers programme for budding medics, dentists and vets. (GSG)
* Every weekend spells a chance to explore Cornwall and participate in activities such as Camel Trail cycle rides; Poldu Cove; Oasis fun pool; laser tag; quad biking; coasteering; Treasure Land; horse riding and much more.
* Community Sports Leadership Award.

GSG View

A friendly, high achieving school with a real sense of purpose. It combines the best of old and new, makes the most of the bracing Cornish sea air and encourages pupils to find their own niche, whatever it may be."|"N"|"20141211152454"|"AA00006"
189|"ACTIVITIES"|"* DoE
* Japanese Language and Culture
* Origami in Motion
* Table tennis, netball, Gymnastics"|"N"|"20141215172016"|"AA00006"
189|"SPORTS"|"* the boys' sports include Rugby, Health and Fitness, Basketball and Cross Country while the girls concentrate on Netball, Gymnastics and Badminton
* In the Spring Term the boys focus on Football, Volleyball and Badminton. The girls enjoy Hockey and Dance.
* In the Summer Term the boys master the skills of Cricket, whilst the girls improve their competence at Rounders. Both boys and girls train in Athletics and Tennis."|"N"|"20141215170031"|"AA00006"
290|"AA ONLY"|"*cheap school fee, but high number of HK students
* negative feedback"|"N"|"20141215172335"|"AA00006"
155|"MUSIC"|"Very accomplished choral singing"|"N"|"20141229125105"|"AA00006"
18|"AA ONLY"|"* some parents said they saw lots of students from Sherborne boys and Sherborne girls hang around together in the town, so not suitable for families who are looking for a pure single sex environment
*a parent told me that when she visited the school, many girls wear make up when they are in school"|"N"|"20140617151623"|"AA00006"
345|"AA ONLY"|"* For students from China applying to Oundle, we will have to refer to Michael Couch
* Head will retire in Jul 2015
* difficult to get in"|"N"|"20141120155820"|"AA00006"
52|"ACCOMMODATION"|"* four boarding houses occupied at present, two for boys and two for girls. 
* Bedstone House accommodates 18 girls in Years 6 to 10, and 18 older girls live in Wilson House. 
* There are 25 boys in Years 8 to 10 and Year 12 in Rutter House, while Pearson House provides for 25 boys in Years 11 and 13. The boys’ houses occupy upper floors in the main building and the girls’ houses are close by in the grounds."|"N"|"20150202110438"|"AA00006"
72|"ACTIVITIES"|"* CCF (compulsory in year 10), students join in the summer term of Year 9 and remain until Lent term in Year 10
* D of E teams
* Croquet
* Fly Fishing
* Kayaing
* Scuba Diving
* Table tennis
* Wing Chun Kung fu Club
* Zumba
* Dance"|"N"|"20150115132437"|"AA00006"
182|"ACADEMIC"|"* Offer IB since 2006, average 38.1
* Offer Economics, Computing, Greek, Mandarin for GCSE
* Offer Mandarin, Govt & Politics, Economics, History of Art in AL"|"N"|"20150311150956"|"AA00006"
676|"MUSIC"|"* Music lively with junior choir for all and voluntary senior choir, plus orchestra, jazz, rock and recorder groups. Head of music and performing arts favours a balance of traditional and contemporary music."|"N"|"20150916173610"|"AA00006"
192|"ISI"|"2015
The quality of the pupils achievements and learning is good
The contribution of curricular and extra-curricular provision is excellent
The contribution of teaching is good
The spiritual, moral, social and cultural development of the pupils is excellent
The contribution of arrangements for pastoral care is excellent
The contribution of arrangements for welfare, health and safety is excellent
The quality of boarding is good"|"N"|"20160712214727"|""
472|"AL SUBJECTS"|"2016	
Accounting, Art and Design, Biology, Business Studies, Ceramics, Chemistry, Computing, Design Technology, Economics, EAL, Further Maths, Geography, Government and Politics, History,  Latin/Ancient Greek, Mathematics, Media Studies, Modern Foreign Languages, Music, Philosophy and Ethics, Photography, Physics, Theatre Studies              

BTEC:  Animal Management, Business Management, Information Technology, Media Production, Music Performance, Sport	

Pre - U
English Literature"|"N"|"20160722161230"|"AA00032"
201|"ACCOMMODATION"|"* 12 boarders with girls and boys accommodated in different wings of the main building.
* boarding houses are situated upstairs in the main house and are based around small, shared bedrooms rather than dormitories
* Sixth Form Boarders have the choice of either double or
single rooms, whilst younger boarders share larger rooms."|"N"|"20150209180341"|"AA00006"
320|"AA ONLY"|"* school for average students who do not mind the number of Chinese/HK, English do not need to be very strong and flexible courses allow students will less English ability. Students who look for schools not far from London
* need to take test in English, easy in take"|"N"|"20140603151107"|"AA00006"
501|"AA ONLY"|"easy to get into"|"N"|"20140605132200"|""
155|"ACCOMMODATION"|"* Each house, located along a street outside the main campus, has studies (shared or single),
* There are five Houses in all, three for boys (Caffinites, Poole and School) and two for girls (Pimlico and MacLeod),  Poole, School, Caffinites and Pimlico Houses are our day & boarding Houses, while MacLeod is day only.
* Vertical"|"N"|"20141229132123"|"AA00006"
592|"AA ONLY"|"˙good for students keen on sports and activites"|"N"|"20140911112957"|"AA00006"
465|"SPORTS"|"* archery, badminton, basketball, golf, rounders and tennis.
* other sports: boxercise, dance, lacrosse, rowing, kickboxing, kali, table tennis, volleyball"|"N"|"20140617155407"|"AA00006"
465|"ACCOMMODATION"|"*single rooms for all the sixth and some GCSE students
*boarders are housed on the upper floors
* Senior school girls live in the Main School House within the Senior School building. Sixth Form girls live in Bateman House, four specially converted, traditional terraced houses directly opposite the Senior School site.
* Younger boarders will share a bedroom with two or three other girls. From Year 10 onwards, each existing boarder has her own single room for the duration of her time at the school. 
* Any boarder who joins the school from Year 10 onwards shares a room during her first year so that she settles in to boarding life as quickly and fully as possible."|"N"|"20140617160131"|"AA00006"
465|"SCHOOL"|"* 1989
*Catholic
* the Senior School is just a five-minute walk from the railway station
* A small school in Cambridge, good location
* Limited space so only two netball/tennis courts and smallish first floor gym on site. Hockey pitches a short minibus ride away. Hired pool and Astro nearby
* Majority of boarders are from overseas – international spread with a fair number from the Pacific rim
* 95% boarders are full boarders (2010 ISI)
* The school occupies two sites within walking distance of Cambridge city cnetre, with sports fields a short distance away
* Boarding mainly at the top of the main school building, with additional houses for 6th formers nearby
* The past two years, students went to, CUHK, Imperial, Durham, LSE, Newcastle, UCL, Bath, Bristol, Cambridge, Oxford, Nottingham, Warwick, York


GSG View

Energetic head and loyal staff with a positive outlook. Level of pastoral care and awareness of social responsibility give this place something extra special."|"N"|"20140617160423"|"AA00006"
59|"ISI"|"2016
The quality of the pupils achievements and learning is good
The contribution of curricular and extra-curricular provision is excellent
The contribution of teaching is good
The spiritual, moral, social and cultural development of the pupils is excellent
The contribution of arrangements for pastoral care is excellent
The contribution of arrangements for welfare, health and safety is good
The quality of boarding is good"|"N"|"20160712215030"|""
182|"ACCOMMODATION"|"* 9 houses
* New posho boarding house - Craigleith, dead modern - to accommodate the expanded sixth form which is due to increase by 25 per cent. 
* The sixth form centre houses 125 upper sixth pupils in two identical wings each with their own individual room and provides a transition between the disciplines of school and uni with pupils being able to cook their own meals if they want to."|"N"|"20141117172617"|"AA00006"
257|"AL SUBJECTS"|"2016	
Art, Business Studies, Product Design, Drama & Theatre Studies, Economics, English Language and Literature, Home Economics (Food, Nutrition and Health), French ,Geography, History, Mathematics, Further Mathematics, Music,  Physical Education, Government and Politics,Biology, Chemistry and Physics, Spanish"|"N"|"20160722161259"|"AA00032"
611|"ACTIVITIES"|"* Horse riding, shooting
* Rugby, Tennis, netball, rowing main sports, football, golf, sailing are also available
* Dance - 3 main performances a year"|"N"|"20140915161425"|"AA00006"
337|"SCHOOL"|"1584 |
*70% boarders are full, Around 12% from overseas,  40 countries.
* Central dining
* six Oxbridge places in 2013, the most popular courses including business management, economics, the sciences, engineering, maths, medicine, art and history.

GSG View

A friendly, unpretentious and forward-thinking school that achieves impressive academic results. Far from being an academic hothouse, has high expectations and achievements across the board. For all-rounders who like rolling their sleeves up and throwing themselves into a staggering range of activities it’s a very exciting place to be."|"N"|"20140621005158"|""
337|"APPLICATION PROCEDURE"|"General Procedure

entrance exam and skype interview

Transition from Oakham's Lower School to 13+: 
There is no examination for members of the Lower School entering the Middle School but it is expected that their academic performance should equate to 55% or better at Common Entrance."|"N"|"20140621005512"|""
41|"SPORTS"|"* Girls: In the Winter our main sports are Netball, Hockey and Swimming, and in the Summer we play Tennis, Athletics and Rounders.
* boys:  In the Winter, our main sports are Rugby, Hockey and Swimming, and in the Summer we play Cricket Athletics and Tennis,
* Others: Basketball, Squash and Badminton. Lacrosse, Squash and Badminton"|"N"|"20140717161434"|"AA00006"
623|"ACADEMIC"|"* Offer Graphic Communication, Business Management, Computing in Intermediate 2 for S3 -4
* In S5, pupils choose five courses, leading to Scottish Highers.  In addition to the subjects available in S3 and S4, Modern Studies, Economics and Physical Education are available as Highers
* In S6, pupils have an individualised timetable, which will normally include a mixture of Scottish Highers and Advanced Highers."|"N"|"20150212133048"|"AA00006"
441|"ACADEMIC"|"* Year 11 Pathway (up to seven GCSEs taken in a year), has higher and standard stream
* Offer both IB and AL
* Offer AL in accounting, Textiles, Computing, Psychology"|"N"|"20141211163348"|"AA00006"
508|"ACCOMMODATION"|"* Laptop internet connections in sixth form study bedrooms
* Boy board in 1 playrooms, Each playroom has its own common room and boarding facilities
* separate accommodation for the girls, in two linked houses
* lower form 4 - 5 to a room, sixth form single study/bedrooms"|"N"|"20140819112935"|"AA00006"
508|"ACTIVITIES"|"* compulsory CCF in Year 10
* Arrupe Programme – sixth form pupils give a period of voluntary service each week in the local community"|"N"|"20140819113118"|"AA00006"
155|"APPLICATION PROCEDURE"|"*  If overseas applicants can't sit the entrance exam, they can get in with a school reference, but need a good level of English - for sixth need level 5 IELTS. Some stay in sixth for three years – special programme for first year."|"N"|"20141229125700"|"AA00006"
508|"SPORTS"|"* Compulsory sport throughout the school, achieving notable success in rugby, golf, hockey and netball
* fishing, canoeing, sailing, fell walking and clay pigeon shooting
* girls compete in hockey, netball and rounders, boys in rugby and cricket."|"N"|"20140819114230"|"AA00006"
444|"ACADEMIC"|"* Sixth form offers various options including a one-year course to prepare leavers for college, BTecs in eg food tech and animal care
* Strong in DT, Art, Photography, Graphics
* offer BTEC Home Cooking Skill and BTEC Horticulture for Year 10 and 11, GCSE IT (Diploma in Digital Applications: DIDA)
* for more capable students, these 3 subjects are offered Astronomy, Textiles, Work Skills (BTEC)
* Running alongside our traditional academic courses we also have vocational and personal development courses"|"N"|"20140605155835"|"AA00006"
465|"ACTIVITIES"|"*Model United Nations
* DoE"|"N"|"20140617155545"|"AA00006"
441|"ACTIVITIES"|"* other activities: such as trampolining, archery, TV production, debating and so on.
* Outdoor stuff on offer such as D of E, and good use is made of the extensive grounds for gardening, bee-keeping and the construction of a nature trail, inter alia."|"N"|"20141211155810"|"AA00006"
524|"SCHOOL"|"*1847/50 acres
* has Taunton International School, a 9 to 17 adjunct to the main school, serves as a proving ground for foreign students preparing to join the English system, and runs a programme for Taunton youngsters hoping to go to university in America
* IB 34pt
* All boarders are full boarders
* Destination: Havard, Cambridge, LSE, Durham, Central St. Martin, Edingburgh, Exeter, Hull, Cardiff, Royal Halloway, Warwick, CUHK, Warwick, Sheffield, Manchester, Lancaster, Leeds, Imperial, KCL, Bristol, with some overseas universities 
* Facilities including 20 tennis courts, three gymnasiums, two swimming pools and a pair of Astroturf pitches.

GSG View
Our view is that prospective parents can be confident that whatever the future holds, John Newton and his team at Taunton School will give your children the best possible chance of meeting its challenges."|"N"|"20140703164518"|"AA00006"
524|"ACCOMMODATION"|"5  boarding houses, 3 boys, 2 girls and 1 prep boarding house"|"N"|"20140703164539"|"AA00006"
72|"ACCOMMODATION"|"* All year 9 pupils – boys and girls, boarding and day – start in Faulkner’s House, a modern, custom built boarding house with its own dining hall and separate wings for girls and boys, with en suite bedsits, and usually two or three pupils to a room.
* Year 10s move into houses spread far and wide over the wooded site
* 12 Houses, 1 Year 9 house, then 5 girls and 6 boys house"|"N"|"20150115130819"|"AA00006"
655|"AA ONLY"|"The school starts to recruit HK students from 2011. Change of new head from Ardingly felt that the school needed a mixture of int'l students and also income to support the school. In the past, the school rely heavily on donation from old blues, but UK economy is dropping in last few years, donation income decreased.
* Since 2011, five per cent each from the UK, Europe and the rest of the world pay full fees
* Only 42 per cent of pupils have both parents resident at home
* Currently 14 per cent pay nothing, 40 per cent pay less than 10 per cent of full fees, 80 per cent less than half the fees and less than 18 per cent pay the full fees."|"N"|"20140717124311"|"AA00006"
290|"ACADEMIC"|"* Offer some vocational courses
* Offer GCSE in Statistics, AL Environmental Science, Accounting, BS, English Language"|"N"|"20141215182740"|"AA00006"
72|"SCHOOL"|"* 1850/250acres
* 40mins drive to Heathrow, 10mins drive to the nearest station (Theale Station)
* Only 10% take IB
* Current Head will Off to head Eton College in July 2015. His successor will be Dr Chris Stevens, currently second master at Marlborough College
* First IB cohort got an average of 36 points
* all pupils now taking Emotional Literacy and Wellbeing lessons in years 9, 10 and 11. All take a course in study skills in their first year. The Athena Programme, a lecture-based enrichment programme, broadens sixth form minds. Some 155 pupils receive learning support, most for mild dyslexia
* almost 90 per cent of staff live on site. 
* 38 teachers have been at the college for more than 10 years.
* 2 oxbridge 
* sixth form will also choose a compulsory course from a number of options, which will run over one or two years of the Sixth Form. The options do vary from year to year but current courses available include the Extended Project Qualification (EPQ), a stand-alone Theory of Knowledge (TOK) course and various other GCSE courses, including GCSE foreign language options. 
* Minerva Academic Enrichment Programme. The programme sets out to identify those that are more academically able and then looks to ensure that outstanding provision is available at the College for them

GSG View
An all rounder’s paradise."|"N"|"20150115131937"|"AA00006"
592|"ACADEMIC"|"* More than 35 per cent of all entries achieving an A*- A
* Pupils, achieved a twenty per cent improvement on last year’s A*- C results, with more than 80 per cent of entries being marked at a Grade C or above
* Offer AL Photography, 3d studies and graphic and applied BS,  Leiths Introductory Certificate in Food and Wine
* From September 2011, top sets in English, French and Science have been following the IGCSE course.
* Spanish and Mathematics are also following the IGCSE, with Mathematics offering it to all sets, and those in the lower sets will be able to sit the Foundation Tier"|"N"|"20140911115829"|"AA00006"
404|"AA ONLY"|"* Suitable for students who are not very academic, but looking for a school not expensive with good facilities"|"N"|"20140911124710"|"AA00006"
275|"AA ONLY"|"* Cheap school fee"|"N"|"20150126132609"|"AA00006"
362|"MUSIC"|"* over 25% of pupils take instrumental or singing lessons"|"N"|"20140911163235"|"AA00006"
508|"AA ONLY"|"˙good conduct is required"|"N"|"20140819113350"|"AA00006"
72|"MUSIC"|"* has flute group, guitar group, saxophone group, percussion group, as we as orchestra, woodwind ensemble, chapel choir, chamber choir, big band, concert band etc"|"N"|"20150115132623"|"AA00006"
472|"Others"|"AA only:

Oct Expo_School"|"N"|"20140513170734"|""
177|"AA ONLY"|"* It seems that the HK students do well in this school and Accounting is available for 6th form. My concern is the number of Chinese as it seems to me half of the leavers are Chinese in 2012, but the school does not seems to have many boarding places, however in 2013 there is only 1 Chinese name of the list

20141113: comment from a parent of B, facilites 舊, campus small, but teachers are caring, teacher of BS & Math not very good."|"N"|"20141113184938"|""
177|"ACADEMIC"|"* Accounting, Sport Studies, Sociology are available in AL
* Sociology is available in GCSE and A-Level
* HK students have good destination, CUHK, HKUST, Bath (Pharmacy), local students destination not as good as overseas, but on the leavers destination list, Chinese names are half of the list in 2012, only 1 Chinese name on the list in 2013, with students went to Exeter, Bath, Bristol, Nottingham, UCL, Warwick"|"N"|"20140603131626"|"AA00006"
313|"ACTIVITIES"|"* Young Enterprise, CCF, DoE, Masterchef"|"N"|"20140703151958"|"AA00006"
182|"SPORTS"|"* Rugby, Hockey, Lacrosse, Netball and Tennis are popular options, but our students also pursue accolades in squash, fives, athletics, basketball, swimming and rounders.
* offer an Elite Athlete Programme, a specialised, intensive programme for particularly talented athletes utilising expert coaching, modern analytical tools, nutritional advice and individual training schedules.
* use  Dartfish, a state-of-the-art video analysis system used by many international professional sporting organisations, which allows our coaches and athletes to review game and training footage in order to help improve game play and technique"|"N"|"20141117171944"|"AA00006"
182|"ACTIVITIES"|"*CCF, DoE, Community Service
* societies range from Classics, Debating, Law, Politics, Science and Literature to name a few"|"N"|"20141117172137"|"AA00006"
444|"ACCOMMODATION"|"* All boarding accommodation is within the main building of the school, with separate sections for junior and senior boarders
* All dormitories are well furnished with modern units and boys are housed in rooms sleeping from 2–6 depending upon several factors – the mix of the group, a preference for a small quiet room or a bigger, livelier environment etc. Because of our size we aim to accommodate all boys happily in their chosen environment. In Year 11 all boys have their own study bedrooms"|"N"|"20140605155027"|"AA00006"
465|"ACADEMIC"|"* Offer Statistics in GCSE
*Offer Psychology, Theology in AL
* offer beginners’ GCSE courses in French, German and Spanish for Sixth Form students."|"N"|"20140617155906"|"AA00006"
472|"SCHOOL"|"1978/140 acres
*79% are full boarders, 2/3 from UK, the rest from 43 countries, During the weekend, up to 50 to 75 per cent of full boarders stay, many of these from the international mix of German, Spanish, Russian, Bulgarian and Chinese, particularly in the sixth form
*flexible curriculum, tailored to the needs of the individual
* 5 boarding houses, 2 girls and 3 boys, 2 opened in 2007 and two more in 2010, Stylish boarding house
*A handful to Oxbridge (one in 2013)
*At sixth form, students are expected to have a minimum of five Bs at GCSE
*A small number of pupils who show excpetional talent in dance have accessed the full academic curriculum as well as being offered specialist training in the Legat School of Dance, which is on site. BTEC Dance is available

GSG view

The head has a 'can and will do' approach that is infectious and is influencing the SMT to set more aspirational targets for all students, particularly the middle range. A very popular school with huge opportunities for pupils - both the quirky and the conventional. We said, 'Blissfully un-neurotic about where they sit in the league tables', but this is clearly becoming less true."|"N"|"20140622170558"|""
16|"ACADEMIC"|"SAT Tuition available"|"N"|"20140624160937"|""
384|"ACADEMIC"|"* First years do French, Latin and a choice of Spanish, German or Greek. Russian also available 
* No separate sciences at GCSE
* Offer AL in Economics, History of Art, Design, F.Maths, Geology, Theology
* Year 10 - RS complusory, no exam
* Only offer for Dual Award Science"|"N"|"20170810214620"|""
201|"ACTIVITIES"|"* DoE
* EXCELSIS AWARD - Sixth formers may choose to participate in the Excelsis life skills award completing modules including leadership, team-working, self management, problem solving, creative thinking, presentation and research. The award is internationally recognized and provides additional strength to our student’s university applications."|"N"|"20150209180238"|"AA00006"
345|"SPORTS"|"All major sports pursued including rugby, football, hockey, netball, squash, fives, water polo, rowing, athletics, aerobics, cross-country, golf."|"N"|"20141120155051"|"AA00006"
655|"ACADEMIC"|"* Offer Pre- IB
* Offer Art in Pre-U
* Offer Mandarin for GCSE, IB, AL
* Offer Archaeology in AL"|"N"|"20140717125610"|"AA00006"
339|"ACCOMMODATION"|"* Boarding students are accommodated in three buildings: Liley House,  Broadstairs and Mews Cottage, all of which are situated within our school grounds.
* Broadstairs accommodates up to 20 students from Year 6 to year 11. Mews Cottage is our Uper School boarding house, with room for up to 15 girls. Our latest addition is a beautifully converted Georgian property, Liley House,  providing accommodation for up to 20 girls from Years 10 to 12.
* 2,3,4 share a room
* Each boarding house also has its own internet line, with filtered Wi-Fi available in each room,"|"Y"|"20141127114800"|"AA00006"
556|"SCHOOL"|"* 1979/
* within 25km of both the Dartmoor National Park and the Jurassic Coast World Heritage Site
* Boarders in Years 11 and below attend a local Church, or an assembly in Chapel, on Sundays.
* Most sixth-form leavers gain places at higher education institutions of their choice
* Overseas students from approximately 20 countries in addition to the UK, including from Europe, Russia ant the Far East."|"N"|"20141127133357"|"AA00006"
510|"SPORTS"|"* Sport strong, with national representation in rowing, cricket, rugby, lacrosse, golf, fencing and equestrian events.
* top the National Schools’ League Table for cricket, first division lacrosse champions, with similar levels of success for polo, hockey and rugby.
* The main sports for boys are rugby, hockey and cricket; for girls, lacrosse, hockey and tennis.
* Other sports, Beagling, Fishing, Fives, Polo, Sailing, Shooting, Table tennis, water polo, weight training"|"N"|"20141127154026"|"AA00006"
45|"ACADEMIC"|"* Offer AL in Accounting, BS, Photography, Philosophy, Psychology, Performing Arts
* Offer GCSE Dance"|"N"|"20150126173049"|"AA00006"
510|"ACTIVITIES"|"*CCF, DoE, Yoga, Debating Society, dancing, Corkscrew Society, Creative Textiles"|"N"|"20141127154221"|"AA00006"
510|"APPLICATION PROCEDURE"|"* Early Application  required"|"N"|"20141127154432"|"AA00006"
592|"ACCOMMODATION"|"* boarders are in 6 houses, 4 for boys and 2 for girls
* 1 girls house off campus
* younger sleep in dormitories
* older either have own room or share with another"|"N"|"20140911120024"|"AA00006"
592|"SPORTS"|"* has school team in sailing, squash, football, golf, athletics, swimming, cross country
* pupils have also represented their country in cricket, rugby, girls’ and boys’ hockey and golf
* Elite Sports programme includes advice on nutrition, expert coaching, attending relevant lectures and media training"|"N"|"20140911120210"|"AA00006"
177|"SCHOOL"|"* 1896/ 33 acres with some playing field, outdoor swimming pool
* School can help to keep pocket money, boarders need to hand in form with money on the first evening of each half term, taxi can be arranged for students to airport or railway station
* 20mins from Gatwick
* majority of students are day pupils with a small proportion of boarders, 83% boarders are full boarders
*The range of activities is limited in the weekend, majority music or sport"|"N"|"20140603131539"|"AA00006"
444|"ACTIVITIES"|"• Arts and crafts, Band, Basketball, Board games, Cookery, Duke of Edinburgh’s Award Scheme, Film club, Football, Golf, Greenpower electric powered vehicle construction and motor mechanics club, Rifle shooting, Squash, Stage lighting"|"N"|"20140605154530"|"AA00006"
444|"SPORTS"|"Athletics, Badminton, Basketball, Cricket, Cross-country, Football, Rugby, Softball, Squash, Swimming, Tennis"|"N"|"20140605154638"|"AA00006"
