"school_id"|"examtitle"|"exam"|"files"|"lastupdate"|"staffid"|"remarks"|"examformat"|"entryyear"|"type"|"duration"|"case"|"aaremarks"
380|"Year 10"|"Verbal Reasoning Test"|""|"20130916110914"|"AA00040"|""|""|"2014-15"|"Entrance"|60|"Y"|"15 minutes practice time for questions 1-10 on pages 2-3 ONLY, PLUS 45 minutes for the exam starting on page 4"
1|"Year 9"|"Mathematics"|""|"20130418165042"|"AA00028"|""|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|60|"Y"|""
2|"Year 8"|"Non Verbal Reasoning Test"|""|"20130429144511"|"AA00028"|""|"(15mins practice + 30mins test)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 12"|"English Essay"|""|"20130418154858"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|30|"Y"|""
1|"Year 12"|"Geography"|""|"20130418155835"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|60|"N"|""
1|"Year 12"|"Grammar Placement Test"|""|"20130418160908"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"Y"|"Students whose first language is English do not require to take the Grammar Placement Test paper"
1|"Year 12"|"Grammar Placement Test"|""|"20130418161343"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"Y"|"Students whose first language is English do not require to take the Grammar Placement Test paper

No pastpapers to be provided"
1|"Year 12"|"History"|""|"20130418155751"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"N"|""
1|"Year 12"|"Mathematics"|""|"20130418155934"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Scholarship"|60|"N"|""
1|"Year 12"|"Mathematics (Higher Paper)"|""|"20130418155349"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|60|"N"|""
1|"Year 12"|"Physics"|""|"20130418160016"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Scholarship"|60|"N"|""
1|"Year 12"|"Physics"|""|"20130418155713"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|60|"N"|""
1|"Year 12"|"Verbal Reasoning Test"|""|"20130418154804"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 9"|"Verbal Reasoning Test Adult 1"|""|"20130418165225"|"AA00028"|"Students with the date of birth before 10th May 1999 will take the papers for 45mins (Verbal Reasoning Test Adult 1)"|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 12"|"Grammar Placement Test"|""|"20130418161358"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"Y"|"Students whose first language is English do not require to take the Grammar Placement Test paper

No pastpapers to be provided"
1|"Year 12"|"Grammar Placement Test"|""|"20130418161504"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|45|"Y"|"Students whose first language is English do not require to take the Grammar Placement Test paper.

No pastpapers to be provided."
1|"Year 12"|"Chemistry"|""|"20130418161244"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|60|"N"|"No pastpapers to be provided"
1|"Year 12"|"Chemistry"|""|"20130418161811"|"AA00028"|""|"English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Entrance"|60|"N"|"No pastpapers to be provided"
1|"Year 10"|"45"|""|"20130418162623"|"AA00028"|"*which Verbal Reasoning Test to use for depends on students' date of birth"|"Grammar Placement Test (45mins) [22 Nov 2012]
14+ Mathematics - YES Calculator (1hr) [22 Nov 2012]
13+/14+ English Paper (1hr15mins) [22 Nov 2012]
*Verbal Reasoning Test Adult 1 (45mins) [22 Nov 2012]
*Verbal Reasoning Test Adv 10 (1hr) [22 Nov 2012]"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Grammar Placement Test"|""|"20130418162644"|"AA00028"|"*which Verbal Reasoning Test to use for depends on students' date of birth"|"Grammar Placement Test (45mins) [22 Nov 2012]
14+ Mathematics - YES Calculator (1hr) [22 Nov 2012]
13+/14+ English Paper (1hr15mins) [22 Nov 2012]
*Verbal Reasoning Test Adult 1 (45mins) [22 Nov 2012]
*Verbal Reasoning Test Adv 10 (1hr) [22 Nov 2012]"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Grammar Placement Test"|""|"20130418162717"|"AA00028"|""|"Grammar Placement Test (45mins) [22 Nov 2012]
14+ Mathematics - YES Calculator (1hr) [22 Nov 2012]
13+/14+ English Paper (1hr15mins) [22 Nov 2012]
*Verbal Reasoning Test Adult 1 (45mins) [22 Nov 2012]
*Verbal Reasoning Test Adv 10 (1hr) [22 Nov 2012]"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Grammar Placement Test"|""|"20130418162737"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - YES Calculator (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Verbal Reasoning Test"|""|"20130418163908"|"AA00028"|"Students with the date of birth before 10th May 1999 will take the papers for 45mins (Verbal Reasoning Test Adult 1)"|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"English"|""|"20130418163809"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|""
1|"Year 10"|"Grammar Placement Test"|""|"20130418163617"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Mathematics"|""|"20130418163720"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|60|"Y"|""
1|"Year 10"|"Verbal Reasoning Test Adult 1"|""|"20130418164033"|"AA00028"|"Students with the date of birth before 10th May 1999 will take the papers for 45mins (Verbal Reasoning Test Adult 1)"|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 10"|"Verbal Reasoning Test Adv 10"|""|"20130418164105"|"AA00028"|"Students with the date of birth after 10th May 1999 will take the papers for 1hr (Verbal Reasoning Test Adv 10)"|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|60|"Y"|""
1|"Year 7"|"English"|""|"20130418165100"|"AA00028"|""|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|""
1|"Year 9"|"English"|""|"20130418165114"|"AA00028"|""|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|""
1|"Year 9"|"Grammar Placement Test"|""|"20130418164948"|"AA00028"|""|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|45|"Y"|""
1|"Year 9"|"Verbal Reasoning Test Adv 10"|""|"20130418165307"|"AA00028"|"Students with the date of birth after 10th May 1999 will take the papers for 1hr (Verbal Reasoning Test Adv 10)"|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|60|"Y"|""
1|"Year 9"|"English"|""|"20130418165340"|"AA00028"|""|"Grammar Placement Test (45mins)
13+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins)
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|"No pastpapers to be provided"
1|"Year 13"|"Verbal Reasoning Test Adult 1"|""|"20130418170624"|"AA00028"|""|"English Paper 1 (45mins)
English Paper 2 (30mins)
Mathematics - Calculator is NOT allowed (50mins)
Verbal Reasoning Test Adult 1 (45mins)"|"2013-14"|"Entrance"|45|"Y"|"No pastpapers to be provided"
1|"Year 10"|"English"|""|"20130418164151"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|"No pastpapers to be provided"
1|"Year 10"|"English"|""|"20130418174803"|"AA00028"|""|"rammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|"No pastpapers to be provided"
1|"Year 12"|"Biology"|""|"20130418161301"|"AA00028"|""|"Compulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Scholarship"|45|"N"|"No pastpapers to be provided"
1|"Year 12"|"Biology"|""|"20130418175109"|"AA00028"|""|"ompulsory Papers:
English Essay (30mins)
Verbal Reasoning Test (45mins) 
Grammar Placement Test (45mins) 

Two Subject Papers of Students' Choice:
Mathematics (Higher Paper) - Calculator is allowed (1hr)
Chemistry - Calculator is allowed (1hr)
Physics - Calculator is allowed (1hr) 
Biology - Calculator is allowed (1hr) 
History (45mins) 
Economics and Business (1hr)
Geography (1hr)

Scholarship Papers:
Mathematics - Calculator is allowed  (1hr)
Chemistry - Calculator is allowed  (1hr)
Physics - Calculator is allowed  (1hr)
Biology - Calculator is allowed and Use Ruler (45mins)"|"2013-14"|"Scholarship"|45|"N"|"No pastpapers to be provided"
1|"Year 10"|"English"|""|"20130418174813"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) 
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|"No pastpapers to be provided"
1|"Year 10"|"English"|""|"20130419112817"|"AA00028"|""|"Grammar Placement Test (45mins)
14+ Mathematics - Calculator is allowed (1hr) 
13+/14+ English Paper (1hr15mins) 
*Verbal Reasoning Test Adult 1 (45mins) or
*Verbal Reasoning Test Adv 10 (1hr)"|"2013-14"|"Entrance"|75|"Y"|"No pastpapers to be provided"
